,true_class,no_permute,gal_b2,gal_l2,hard_hs,hard_hm,hard_ms,var_inter_prob_b,var_inter_sigma_b,var_intra_prob_b,var_inter_index_b,kp_intra_prob_b,var_intra_index_b,h-csc,b-csc,m-csc,s-csc,u-csc,0p3_8_csc,FUV,NUV,u-sdss,g-sdss,r-sdss,i-sdss,z-sdss,W1,W2,W3,W4,4.5 microns (IRAC),8.0 microns (IRAC),24 microns (MIPS),J,H,K,3.6 microns (IRAC),5.8 microns (IRAC),G,Bp,Rp,B-R,G-J,G-W2,Bp-H,Bp-W3,Rp-K,J-H,J-W1,W1-W2
2311,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2312,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2313,HMXB,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,HMXB,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX
2314,CV,PULSAR,HMXB,STAR,PULSAR,PULSAR,PULSAR,STAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,STAR,PULSAR,PULSAR,PULSAR,STAR,STAR,PULSAR,PULSAR
2315,ULX,ULX,ULX,CV,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX
2316,STAR,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
2317,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2318,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2319,HMXB,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,ULX,ULX,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2320,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2321,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2322,STAR,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,STAR,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2323,HMXB,PULSAR,HMXB,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR
2324,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2325,STAR,AGN,AGN,AGN,STAR,AGN,AGN,HMXB,HMXB,HMXB,AGN,HMXB,HMXB,AGN,AGN,AGN,AGN,HMXB,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,HMXB,AGN,AGN,HMXB,AGN,AGN,AGN,STAR,AGN,AGN,AGN,STAR,AGN,AGN,AGN,AGN,STAR,AGN,AGN,AGN,AGN,STAR,AGN,AGN
2326,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
2327,STAR,STAR,STAR,YSO,STAR,STAR,STAR,STAR,YSO,YSO,STAR,STAR,YSO,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,YSO,STAR,STAR,STAR,STAR,YSO,STAR,YSO,STAR,STAR,YSO,YSO,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2328,STAR,CV,CV,CV,CV,CV,CV,CV,STAR,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,STAR,CV,CV,CV,CV,CV,CV,CV,CV,STAR,CV,CV,CV,CV,CV,CV,CV
2329,ULX,ULX,ULX,PULSAR,ULX,ULX,ULX,ULX,ULX,PULSAR,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,PULSAR,ULX,ULX
2330,AGN,AGN,AGN,HMXB,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,HMXB,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,HMXB,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2331,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2332,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2333,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2334,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2335,STAR,PULSAR,ULX,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,STAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,STAR,PULSAR,PULSAR,PULSAR,PULSAR,STAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,STAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR
2336,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
2337,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2338,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
2339,STAR,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2340,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
2341,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2342,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2343,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2344,ULX,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,ULX,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,HMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB
2345,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2346,AGN,AGN,ULX,ULX,AGN,ULX,AGN,AGN,AGN,AGN,ULX,AGN,AGN,AGN,AGN,AGN,AGN,AGN,ULX,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,ULX,ULX,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2347,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
2348,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2349,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2350,YSO,YSO,STAR,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,STAR,YSO,YSO,YSO,YSO,YSO,YSO,YSO,STAR,YSO,YSO
2351,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2352,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2353,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2354,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR
2355,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2356,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2357,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,AGN,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
2358,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2359,STAR,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,STAR,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2360,PULSAR,PULSAR,PULSAR,PULSAR,HMXB,HMXB,HMXB,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,HMXB,HMXB,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,HMXB,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR
2361,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2362,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2363,YSO,YSO,STAR,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
2364,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2365,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
2366,AGN,ULX,ULX,AGN,ULX,AGN,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,AGN,ULX,ULX,ULX,ULX,AGN,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,AGN,ULX,AGN,ULX,ULX,AGN,AGN,AGN,ULX,AGN,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX
2367,HMXB,HMXB,STAR,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
2368,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
2369,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
2370,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
2371,HMXB,STAR,YSO,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,HMXB,STAR,STAR
2372,ULX,ULX,ULX,ULX,ULX,ULX,HMXB,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX
2373,ULX,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,AGN,ULX,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB,LMXB
